Category,Consumers Count,Total Expenditures,Total Authorized Services,Per Capita Expenditures,Per Capita Authorized Services,Utilized,Regional Center,Sheet Name,Title,Age Category,Total Eligible Consumers,Consumers Receiving Purchased Services,Consumers with No Purchased Services,Percent With No Purchased Services
Acute General Hospital,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Correctional Institution,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Community Treatment
Facility",0.0,0.0,0.0,0.0,0.0,0.0,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Developmental Center/State
Hospital",0.0,0.0,0.0,0.0,0.0,0.0,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Family Home, Adults",0.0,0.0,0.0,0.0,0.0,0.0,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Foster Home, Children",,,,2523.29185185185,5391.21913580247,0.4680373378,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Hospice,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,All Ages,,,,
ICF Facility,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Independent Living or
Supported Living",0.0,0.0,0.0,0.0,0.0,0.0,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Out-of-state,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Other,,,,6396.18,10382.3,0.6160658043,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Home of Parent or Guardian,4553.0,13121539.0,28577218.0,2881.95455963101,6276.56877663086,0.4591608349,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Psychiatric Treatment Facility,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Rehabilitation Center,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Skilled Nursing Facility (SNF),0.0,0.0,0.0,0.0,0.0,0.0,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Sub-Acute,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Transient/Homeless,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Totals Check,4553.0,13121539.0,28577218.0,11801.426411482858,22050.08791243333,1.543263977,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Totals,4635.0,13332322.0,29024289.0,2876.44486084141,6261.98245738963,0.4593505141,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Acute General Hospital,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,"For age 3 years to 21 years, inclusive",,,,
CCF,103.0,13589896.0,16098951.0,131940.739805825,156300.492718447,0.8441479455,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,"For age 3 years to 21 years, inclusive",,,,
Correctional Institution,,,,1241.82666666667,2075.16,0.5984245392,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,"For age 3 years to 21 years, inclusive",,,,
"Community Treatment
Facility",,,,4256.715,9716.19,0.4381053685,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,"For age 3 years to 21 years, inclusive",,,,
"Developmental Center/State
Hospital",0.0,0.0,0.0,0.0,0.0,0.0,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,"For age 3 years to 21 years, inclusive",,,,
"Family Home, Adults",,,,37727.82,50035.0233333334,0.7540282284,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,"For age 3 years to 21 years, inclusive",,,,
"Foster Home, Children",163.0,818898.0,1710289.0,5023.91312883436,10492.5706748466,0.478806699,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,"For age 3 years to 21 years, inclusive",,,,
Hospice,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,"For age 3 years to 21 years, inclusive",,,,
ICF Facility,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,"For age 3 years to 21 years, inclusive",,,,
"Independent Living or
Supported Living",56.0,1481997.0,2215611.0,26464.235,39564.4830357143,0.6688886842,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,"For age 3 years to 21 years, inclusive",,,,
Out-of-state,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,"For age 3 years to 21 years, inclusive",,,,
Other,,,,55689.266,67309.377,0.8273626719,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,"For age 3 years to 21 years, inclusive",,,,
Home of Parent or Guardian,14795.0,46645480.0,109521720.0,3152.78675430881,7402.61713146331,0.425901637,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,"For age 3 years to 21 years, inclusive",,,,
Psychiatric Treatment Facility,,,,0.0,0.0,0.0,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,"For age 3 years to 21 years, inclusive",,,,
Rehabilitation Center,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,"For age 3 years to 21 years, inclusive",,,,
Skilled Nursing Facility (SNF),0.0,0.0,0.0,0.0,0.0,0.0,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,"For age 3 years to 21 years, inclusive",,,,
Sub-Acute,,,,0.0,0.0,0.0,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,"For age 3 years to 21 years, inclusive",,,,
Transient/Homeless,11.0,21808.0,65883.0,1982.56363636364,5989.34454545455,0.3310151255,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,"For age 3 years to 21 years, inclusive",,,,
Totals Check,15128.0,62558079.0,129612454.0,267479.86599199846,348885.2584392592,5.3666808992,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,"For age 3 years to 21 years, inclusive",,,,
Totals,15154.0,63466761.0,130761521.0,4188.11939949841,8628.84524943918,0.4853626735,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,"For age 3 years to 21 years, inclusive",,,,
Acute General Hospital,,,,4343.96,18210.9,0.2385362613,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
CCF,1630.0,199194886.0,243145671.0,122205.451355828,149169.12313497,0.8192409313,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Correctional Institution,32.0,477026.0,725017.0,14907.0625,22656.775625,0.6579516321,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Community Treatment
Facility",,,,104235.236,121151.056,0.8603741432,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Developmental Center/State
Hospital",15.0,165859.0,236403.0,11057.252,15760.17,0.7015947163,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Family Home, Adults",142.0,8782334.0,11530848.0,61847.4193661972,81203.1515492958,0.7616381653,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Foster Home, Children",,,,42571.7833333333,51079.5,0.8334416612,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Hospice,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
ICF Facility,225.0,6520001.0,10321984.0,28977.7827555556,45875.4859555556,0.6316615977,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Independent Living or
Supported Living",3199.0,149524179.0,262674431.0,46740.9123444828,82111.4194279463,0.5692376611,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Out-of-state,,,,33330.8675,50365.5,0.6617797401,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Other,56.0,3079855.0,3670607.0,54997.4039285715,65546.5616071429,0.8390585651,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Home of Parent or Guardian,6837.0,92187368.0,153359184.0,13483.5992496709,22430.771363171,0.6011206227,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Psychiatric Treatment Facility,,,,135081.53,147897.23,0.9133472615,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Rehabilitation Center,,,,6473.21,17184.9,0.3766801087,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Skilled Nursing Facility (SNF),95.0,1403076.0,2005262.0,14769.2183157895,21108.0171578947,0.6996970964,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Sub-Acute,,,,143406.204,163134.372,0.879067987,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Transient/Homeless,76.0,405633.0,697253.0,5337.27171052632,9174.37881578947,0.5817583749,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Totals Check,12307.0,461740217.0,688366660.0,843766.1643599551,1084059.3126367657,11.626186525899998,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Totals,12335.0,464335274.0,691379571.0,37643.71902878,56050.2286623432,0.671606877,Alta California,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Autism,9185.0,56198502.0,104746393.0,6118.50862602064,11404.0711224824,0.5365196832,Alta California,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Intellectual Disability,1820.0,51941266.0,78074819.0,28539.1568736263,42898.2524395604,0.6652755124,Alta California,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Cerebral Palsy",46.0,2447865.0,3269678.0,53214.4526086957,71079.9536956522,0.7486562644,Alta California,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Cerebral Palsy & Epilepsy",18.0,916860.0,1248467.0,50936.6511111111,69359.2527777778,0.7343886947,Alta California,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Cerebral Palsy & Epilepsy & Category
5",,,,4913.72,21721.24,0.2262172878,Alta California,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Cerebral Palsy & Category 5",,,,49.99,49.99,1.0,Alta California,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Epilepsy & Category 5",,,,63945.64,79467.245,0.8046792109,Alta California,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Epilepsy",125.0,9702931.0,12683376.0,77623.45176,101467.0048,0.7650117584,Alta California,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Category 5",,,,36226.6422222222,50566.2344444445,0.7164196152,Alta California,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Cerebral Palsy,21.0,502808.0,654080.0,23943.2376190476,31146.6761904762,0.7687252878,Alta California,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Cerebral Palsy & Epilepsy,,,,5774.18,23334.79,0.2474494092,Alta California,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Cerebral Palsy & Epilepsy &
Category 5",,,,2177.75,3947.8475,0.5516297172,Alta California,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Cerebral Palsy & Category 5,,,,6447.165,10542.582,0.611535675,Alta California,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Epilepsy & Category 5,15.0,300061.0,359620.0,20004.048,23974.6746666667,0.8343824589,Alta California,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Epilepsy,59.0,1156950.0,1740351.0,19609.3238983051,29497.4750847458,0.6647797427,Alta California,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Category 5,2024.0,11225837.0,21186024.0,5546.36201581035,10467.4033349802,0.5298699055,Alta California,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Intellectual Disability,7390.0,211472172.0,323465894.0,28615.9907618405,43770.7569052775,0.6537696121,Alta California,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Intellectual Disability & Cerebral Palsy,757.0,28994489.0,39257950.0,38301.8343593131,51859.907318362,0.7385634942,Alta California,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Intellectual Disability & Cerebral Palsy
& Epilepsy",577.0,26399203.0,36837760.0,45752.5185961871,63843.605389948,0.7166343178,Alta California,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Intellectual Disability & Cerebral Palsy
& Epilepsy & Category 5",,,,5425.19666666667,39146.0,0.1385887873,Alta California,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Intellectual Disability & Cerebral Palsy
& Category 5",11.0,342286.0,499601.0,31116.9236363636,45418.2536363636,0.685119333,Alta California,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Intellectual Disability & Epilepsy &
Category 5",12.0,542366.0,729966.0,45197.1375,60830.5383333333,0.7430007812,Alta California,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Intellectual Disability & Epilepsy,932.0,47197120.0,62080002.0,50640.6863304721,66609.4443669529,0.7602628548,Alta California,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Intellectual Disability & Category 5,136.0,4421875.0,6297483.0,32513.7860294118,46305.0232352941,0.7021654187,Alta California,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
